,Question,ResponseM,pid,language,negative,neutral,positive,sentiment,is_uncertain,vader_sentiment,vader_neg,vader_neu,vader_pos,vader_compound
207,1,multiculturalism respect freedoms   ,641ee35a-9bb9-eb11-a7ad-28187818aecc,en,0.0003722640685737133,0.5601457953453064,0.4394819438457489,neutral,True,positive,0.0,0.159,0.841,0.6486
208,2,respect liberté autonomie diversité sécurité paix,22420d85-eebe-eb11-a7ad-28187818aecc,fr,0.014000553637742996,0.3122071325778961,0.6737923622131348,positive,False,positive,0.0,0.173,0.827,0.936
209,2,liberté respect sécurité   ,322604ce-a1c3-eb11-a7ad-28187818aecc,fr,0.1429784893989563,0.49712884426116943,0.35989266633987427,neutral,True,positive,0.0,0.0,1.0,0.8658
210,2,liberté respect    ,a7b1a103-7fbd-eb11-a7ad-28187818aecc,fr,0.32238924503326416,0.34380555152893066,0.3338052034378052,neutral,True,positive,0.0,0.0,1.0,0.8074
211,1,freedom respect generosity   ,80a46d6b-a2c3-eb11-a7ad-28187818aecc,en,0.0008896129438653588,0.3618788719177246,0.6372315287590027,positive,False,positive,0.0,0.0,1.0,0.891
212,2,liberté respect communauté   ,6e9811d9-fdc2-eb11-a7ad-28187818aecc,fr,0.14210480451583862,0.4426491856575012,0.41524603962898254,neutral,True,positive,0.0,0.291,0.709,0.8074
213,2,liberté respect des autres devoirs fraternité  ,c5367471-a2c3-eb11-a7ad-28187818aecc,fr,0.059093181043863297,0.4672417640686035,0.4736649990081787,positive,True,positive,0.0,0.354,0.646,0.8074
214,1,freedom pride respect helpful caring ,27755e66-fec2-eb11-a7ad-28187818aecc,en,0.0022599934600293636,0.14949198067188263,0.8482480049133301,positive,False,positive,0.0,0.0,1.0,0.9403
215,2,respect safety freedom   ,63cae610-fec2-eb11-a7ad-28187818aecc,en,0.0023846582043915987,0.9208361506462097,0.07677924633026123,neutral,False,positive,0.0,0.0,1.0,0.8779
216,1,tolerance equanimity fairness hard work respect humour,1876e609-a2c3-eb11-a7ad-28187818aecc,en,0.06252197921276093,0.8980110287666321,0.03946695849299431,neutral,False,positive,0.109,0.234,0.656,0.7906
217,1,mostly fair becoming more inculsive respectfully of its citizens is slow trying to correct inequities  ,9009fb52-7fbd-eb11-a7ad-28187818aecc,en,0.8343325257301331,0.16546225547790527,0.00020515386131592095,negative,False,positive,0.0,0.711,0.289,0.6461
218,1,respect diversity equity fairness democracy inclusion,8d626fa8-fdc2-eb11-a7ad-28187818aecc,en,0.006358579732477665,0.8342093229293823,0.15943202376365662,neutral,False,neutral,0.0,0.617,0.383,0.4767
219,2,fairness equality respect independant  ,f74146b0-eebe-eb11-a7ad-28187818aecc,en,0.0013174844207242131,0.8680862784385681,0.13059625029563904,neutral,False,neutral,0.0,0.492,0.508,0.4767
220,2,equality respect fair   ,6374e428-fec2-eb11-a7ad-28187818aecc,en,0.00376038602553308,0.7400199174880981,0.25621968507766724,neutral,False,positive,0.0,0.156,0.844,0.6597
221,1,fairness respect equality transparency  ,47bc36a4-eebe-eb11-a7ad-28187818aecc,en,0.0012728237779811025,0.6841495037078857,0.31457775831222534,neutral,False,neutral,0.0,0.492,0.508,0.4767
222,2,choices respect integrity honesty equality safe,7d3d1e91-9bb9-eb11-a7ad-28187818aecc,en,0.0313069224357605,0.8977879285812378,0.07090524584054947,neutral,False,positive,0.0,0.145,0.855,0.8957
223,1,honorable trustworthy respectful hard working upstanding fair,e61a4c72-fdc2-eb11-a7ad-28187818aecc,en,0.00043674380867742,0.03195192292332649,0.9676113724708557,positive,False,positive,0.089,0.127,0.785,0.9001
224,1,respect fairness multicultural tolerance politeness getting along,3bfaf21b-7fbd-eb11-a7ad-28187818aecc,en,0.000545373884961009,0.12042166292667389,0.8790329098701477,positive,False,positive,0.0,0.485,0.515,0.6486
225,1,respect fairness go along to get along courtesy amiable friendly,19840d59-7fbd-eb11-a7ad-28187818aecc,en,0.004884714260697365,0.7848231792449951,0.2102920562028885,neutral,False,positive,0.0,0.443,0.557,0.8316
226,1,safety being kind polite respect compassion honesty,bc0ca221-eebe-eb11-a7ad-28187818aecc,en,0.011019885540008545,0.6310713887214661,0.3579087257385254,neutral,False,positive,0.0,0.114,0.886,0.9382
227,1,fairness trustworthy polite respect security peaceful,73e45760-fec2-eb11-a7ad-28187818aecc,en,0.016613317653536797,0.5037609934806824,0.4796257019042969,neutral,True,positive,0.0,0.14,0.86,0.9062
228,1,honest hardworking respectful kind  ,d456286c-eebe-eb11-a7ad-28187818aecc,en,0.0002754735469352454,0.04604664817452431,0.9536778926849365,positive,False,positive,0.0,0.093,0.907,0.8658
229,1,respect honesty trust community commitment country,d9ae8e97-eebe-eb11-a7ad-28187818aecc,en,0.016281824558973312,0.6135830283164978,0.37013521790504456,neutral,False,positive,0.0,0.141,0.859,0.9042
230,1,respect honesty sincere dedicated loyal a proud canadian,60840d59-7fbd-eb11-a7ad-28187818aecc,en,0.0005251660477370024,0.03721178323030472,0.9622630476951599,positive,False,positive,0.0,0.099,0.901,0.9531
231,1,acceptation travaillants égalité respect accueillant ouverture d'esprit,63b649bf-fcc2-eb11-a7ad-28187818aecc,fr,0.013708067126572132,0.21323691308498383,0.7730550169944763,positive,False,positive,0.0,0.325,0.675,0.8074
232,1,égalité tolérance respect vivre ensemble sécurité harmonie,92927d72-eebe-eb11-a7ad-28187818aecc,fr,0.0031522181816399097,0.10556016862392426,0.891287624835968,positive,False,positive,0.0,0.224,0.776,0.8555
233,1,égalité des chances respect égalité des genres debordements cinéma nil,925e9c09-7fbd-eb11-a7ad-28187818aecc,fr,0.09748993068933487,0.73827064037323,0.16423942148685455,neutral,False,positive,0.0,0.551,0.449,0.6908
234,1,respect égalité intégrité   ,6e0f5954-fec2-eb11-a7ad-28187818aecc,fr,0.05626720190048218,0.4506094753742218,0.493123322725296,positive,True,positive,0.0,0.149,0.851,0.6908
235,2,treating others with self respect  everyone should be equal   ,3309fb52-7fbd-eb11-a7ad-28187818aecc,en,0.0016994590405374765,0.5827904343605042,0.4155101180076599,neutral,True,neutral,0.0,0.721,0.279,0.4767
236,2,equality respect    ,0258286c-eebe-eb11-a7ad-28187818aecc,en,0.003961880225688219,0.7415745258331299,0.2544635832309723,neutral,False,neutral,0.0,0.244,0.756,0.4767
237,1,respect equality    ,8d362034-7fbd-eb11-a7ad-28187818aecc,en,0.009801158681511879,0.9305331110954285,0.05966576933860779,neutral,False,neutral,0.0,0.244,0.756,0.4767
238,2,égalité respect    ,44fe69af-9bb9-eb11-a7ad-28187818aecc,fr,0.09575297683477402,0.4308071434497833,0.4734398424625397,positive,True,neutral,0.0,0.244,0.756,0.4767
239,2,respect égalité    ,67bb64e5-9bb9-eb11-a7ad-28187818aecc,fr,0.21108272671699524,0.4402405619621277,0.3486766815185547,neutral,True,neutral,0.0,0.244,0.756,0.4767
240,2,equité respect manger dormir vivre paix,a4037ff7-7ebd-eb11-a7ad-28187818aecc,fr,0.012306403368711472,0.12463777512311935,0.8630558252334595,positive,False,positive,0.0,0.476,0.524,0.765
241,1,paix respect equite   ,49798b77-a2c3-eb11-a7ad-28187818aecc,fr,0.3181059658527374,0.3251403868198395,0.3567536771297455,positive,True,positive,0.0,0.132,0.868,0.765
242,1,démocratie équité intégrité respect  ,42ad2752-eebe-eb11-a7ad-28187818aecc,fr,0.023356055840849876,0.43394699692726135,0.5426969528198242,positive,True,positive,0.0,0.26,0.74,0.6908
243,2,égalité respect de chacun démocratie   ,655d56b6-eebe-eb11-a7ad-28187818aecc,fr,0.037839747965335846,0.5726183652877808,0.389541894197464,neutral,True,neutral,0.0,0.563,0.437,0.4767
244,2,prosperity respect personality enjoyment individualism diversity,4334ed2d-eebe-eb11-a7ad-28187818aecc,en,0.003821037011221051,0.8464094400405884,0.14976947009563446,neutral,False,positive,0.0,0.374,0.626,0.7717
245,1,honesty caring decency always ready to lend a helping hand hard working respect,19cb202e-7fbd-eb11-a7ad-28187818aecc,en,0.0005612718523479998,0.035425737500190735,0.9640129804611206,positive,False,positive,0.056,0.242,0.702,0.9432
246,1,respectful welcoming giving generous hardworking philanthropist,eb5e9e78-eebe-eb11-a7ad-28187818aecc,en,0.0004886582028120756,0.017580149695277214,0.9819311499595642,positive,False,positive,0.0,0.147,0.853,0.891
247,1,politeness multi-cultural respect   ,9c21228b-eebe-eb11-a7ad-28187818aecc,en,0.0009672637097537518,0.9381335377693176,0.06089920923113823,neutral,False,neutral,0.0,0.392,0.608,0.4767
248,1,respect diversity welcoming prepared strong devoted,a5e699c1-7ebd-eb11-a7ad-28187818aecc,en,0.004404333885759115,0.21269400417804718,0.7829017043113708,positive,False,positive,0.0,0.067,0.933,0.9169
249,1,tolérance respect    ,3a037ff7-7ebd-eb11-a7ad-28187818aecc,en,0.0018763216212391853,0.8869816660881042,0.11114203929901123,neutral,False,neutral,0.0,0.244,0.756,0.4767
250,1,respect politeness    ,e94ece6c-9bb9-eb11-a7ad-28187818aecc,en,0.014061701484024525,0.9525262713432312,0.03341203182935715,neutral,False,neutral,0.0,0.244,0.756,0.4767
251,1,respectful sharing understanding compassionate confident happy,15e599c1-7ebd-eb11-a7ad-28187818aecc,en,0.0016709972405806184,0.04476441442966461,0.9535645246505737,positive,False,positive,0.0,0.059,0.941,0.9423
252,1,unity respect understanding friendship empathy open,79609c09-7fbd-eb11-a7ad-28187818aecc,en,0.007400122471153736,0.47393888235092163,0.5186610221862793,positive,True,positive,0.0,0.4,0.6,0.7184
253,1,respect ouverture    ,4c00ef33-eebe-eb11-a7ad-28187818aecc,fr,0.11337906122207642,0.3641539216041565,0.5224670171737671,positive,True,neutral,0.0,1.0,0.0,0.0
254,1,ouverture accueuil respect   ,1f86ee0a-fec2-eb11-a7ad-28187818aecc,fr,0.029380055144429207,0.08441691100597382,0.8862029910087585,positive,False,positive,0.0,0.141,0.859,0.7269
255,1,tradition respect honor   ,dabc36a4-eebe-eb11-a7ad-28187818aecc,en,0.0006486119818873703,0.8403210639953613,0.15903028845787048,neutral,False,positive,0.0,0.137,0.863,0.743
256,1,respect proud friendly helpful  ,903e9f46-7fbd-eb11-a7ad-28187818aecc,en,0.00032713066320866346,0.017543956637382507,0.982128918170929,positive,False,positive,0.0,0.0,1.0,0.9042
257,2,respect vie amour   ,314ed71c-fec2-eb11-a7ad-28187818aecc,fr,0.03477002680301666,0.1301732212305069,0.8350567817687988,positive,False,positive,0.0,0.12,0.88,0.8074
258,1,respect     ,9447759d-9bb9-eb11-a7ad-28187818aecc,en,0.0030640389304608107,0.7800187468528748,0.2169172167778015,neutral,False,neutral,0.0,0.0,1.0,0.4767
259,1,qui est comme moi respect des autres    ,8f8260c7-9bb9-eb11-a7ad-28187818aecc,fr,0.08262977749109268,0.513592004776001,0.40377822518348694,neutral,True,positive,0.0,0.417,0.583,0.6808
260,2,respect     ,73c50336-fec2-eb11-a7ad-28187818aecc,en,0.0030640389304608107,0.7800187468528748,0.2169172167778015,neutral,False,neutral,0.0,0.0,1.0,0.4767
261,2,respect     ,1e420d85-eebe-eb11-a7ad-28187818aecc,en,0.0030640389304608107,0.7800187468528748,0.2169172167778015,neutral,False,neutral,0.0,0.0,1.0,0.4767
262,2,thanks respect support care  ,e18160c7-9bb9-eb11-a7ad-28187818aecc,en,7.685423770453781e-05,0.01080925390124321,0.9891138672828674,positive,False,positive,0.0,0.0,1.0,0.8979
263,2,respect savoir etre savoir vivre vivre ensemble harmonie amour,9100ef33-eebe-eb11-a7ad-28187818aecc,fr,0.0019793701358139515,0.07133020460605621,0.9266904592514038,positive,False,positive,0.0,0.444,0.556,0.875
264,1,respectful caring    ,069270b5-9bb9-eb11-a7ad-28187818aecc,en,0.0019980971701443195,0.31745120882987976,0.6805506944656372,positive,False,positive,0.0,0.0,1.0,0.7351
265,1,peacefull respectfull    ,77fbfafd-9bb9-eb11-a7ad-28187818aecc,en,0.00011962199641857296,0.012173669412732124,0.98770672082901,positive,False,neutral,0.0,1.0,0.0,0.0
266,1,respect partage choix liberté service ,db2d119e-eebe-eb11-a7ad-28187818aecc,fr,0.028582073748111725,0.4777481257915497,0.4936698079109192,positive,True,positive,0.0,0.097,0.903,0.8519
267,2,liberté respect paix santé  ,06591f54-fdc2-eb11-a7ad-28187818aecc,fr,0.0635354220867157,0.5120566487312317,0.4244078993797302,neutral,True,positive,0.0,0.291,0.709,0.8074
268,2,equality respect for all fairness necessary worth fighting for should be part of education curriculum,e409fb52-7fbd-eb11-a7ad-28187818aecc,en,0.0038550267927348614,0.4030286371707916,0.593116283416748,positive,True,neutral,0.128,0.615,0.256,0.3612
269,1,égalité hommes femmee education égalité des ethnies démocratie respect ,00a41633-fdc2-eb11-a7ad-28187818aecc,fr,0.06611283868551254,0.6360113620758057,0.29787585139274597,neutral,False,neutral,0.0,0.744,0.256,0.4767
270,2,respect égalté aide éducation (formation) vie santé,57fbfafd-9bb9-eb11-a7ad-28187818aecc,fr,0.021185753867030144,0.5990405678749084,0.37977364659309387,neutral,False,neutral,0.0,0.659,0.341,0.4767
271,2,respect égalité intégrité santé éducation paix,bece65a9-9bb9-eb11-a7ad-28187818aecc,fr,0.02441607415676117,0.44227302074432373,0.5333108901977539,positive,True,positive,0.0,0.246,0.754,0.8481
272,1,respect flexibility acceptance active interested in welfare ,b24bd140-6ec4-eb11-a7ad-28187818aecc,en,0.0013125261757522821,0.7780808210372925,0.2206066995859146,neutral,False,positive,0.0,0.126,0.874,0.9169
273,2,respect logement nourriture   ,16802c79-9bb9-eb11-a7ad-28187818aecc,fr,0.19841116666793823,0.5476466417312622,0.25394219160079956,neutral,False,neutral,0.0,0.392,0.608,0.4767
274,2,freedom in all below peace respect religion race nationality,053f68c1-9bb9-eb11-a7ad-28187818aecc,en,0.008682109415531158,0.7935189008712769,0.1977989375591278,neutral,False,positive,0.0,0.357,0.643,0.8957
275,1,égalité paix respect multiculturalisme aide internationale démocratie,78c50336-fec2-eb11-a7ad-28187818aecc,fr,0.023283949121832848,0.46558427810668945,0.511131763458252,positive,True,positive,0.0,0.588,0.412,0.5423
276,2,respect dignité obligation morale bienveillance utiles internationaux,a3ca202e-7fbd-eb11-a7ad-28187818aecc,fr,0.017352843657135963,0.24287962913513184,0.7397675514221191,positive,False,positive,0.0,0.315,0.685,0.8271
277,1,respect liberte moralite bilingue honnetete multicularisme,6c8e7659-a2c3-eb11-a7ad-28187818aecc,en,0.005820136051625013,0.7412447333335876,0.25293514132499695,neutral,False,neutral,0.0,0.617,0.383,0.4767
278,1,respect sharing fair discipline peace diversity,44d08c28-a2c3-eb11-a7ad-28187818aecc,en,0.008087670430541039,0.8717674612998962,0.12014483660459518,neutral,False,positive,0.0,0.146,0.854,0.8934
279,2,respect doing what’s right a privilege if you can’t follow the rules   ,b578e854-9bb9-eb11-a7ad-28187818aecc,en,0.3463980257511139,0.6505047082901001,0.0030972445383667946,neutral,False,positive,0.0,0.641,0.359,0.6808
280,2,respect égalité humains de partout lois libertés union,9c7ef104-fec2-eb11-a7ad-28187818aecc,fr,0.12704157829284668,0.4859578311443329,0.38700053095817566,neutral,True,positive,0.0,0.522,0.478,0.7506
281,2,respect equitable fair humane rampart justice,d53f68c1-9bb9-eb11-a7ad-28187818aecc,en,0.016887808218598366,0.7389965057373047,0.24411572515964508,neutral,False,positive,0.0,0.254,0.746,0.8316
282,2,dignité égalité respect charte union dons,13341736-9bb9-eb11-a7ad-28187818aecc,fr,0.04086394980549812,0.537310004234314,0.4218260645866394,neutral,True,positive,0.0,0.408,0.592,0.7003
283,2,liberté egalité travail respect justice securite,e5215672-fec2-eb11-a7ad-28187818aecc,fr,0.035413071513175964,0.4671032726764679,0.4974837005138397,positive,True,positive,0.0,0.132,0.868,0.9201
284,1,freedom respect tolerance justice equality ,d54146b0-eebe-eb11-a7ad-28187818aecc,en,0.00645856000483036,0.7915518283843994,0.2019895613193512,neutral,False,positive,0.0,0.072,0.928,0.9169
285,2,liberté égalité respect démocratie justice vivre,c71b5abb-7ebd-eb11-a7ad-28187818aecc,fr,0.029314812272787094,0.4729955792427063,0.4976896047592163,positive,True,positive,0.0,0.272,0.728,0.8934
286,1,tolerance respect individuality justice freedom ,0c3f68c1-9bb9-eb11-a7ad-28187818aecc,en,0.020325850695371628,0.9672585725784302,0.012415621429681778,neutral,False,positive,0.0,0.072,0.928,0.9169
287,2,respect for individuals justice fairness equality democracy righteousness,d808fb52-7fbd-eb11-a7ad-28187818aecc,en,0.015061757527291775,0.8575375080108643,0.12740075588226318,neutral,False,positive,0.0,0.48,0.52,0.7579
288,2,respect essentiel devoir justice normal égalité,3a5d56b6-eebe-eb11-a7ad-28187818aecc,fr,0.07183808088302612,0.47308310866355896,0.4550788104534149,neutral,True,positive,0.0,0.381,0.619,0.7579
289,2,respect vivre ensemble droit légal fondement de la société politique,5f5d56b6-eebe-eb11-a7ad-28187818aecc,fr,0.02985633909702301,0.553902268409729,0.4162413775920868,neutral,True,positive,0.0,0.635,0.365,0.5574
290,1,respect caring safe law abiding  ,22d56853-a2c3-eb11-a7ad-28187818aecc,en,0.001895231194794178,0.574242353439331,0.42386242747306824,neutral,True,positive,0.0,0.179,0.821,0.8481
291,2,respect paix démocratie évolué civilisé justice,d0ad2752-eebe-eb11-a7ad-28187818aecc,fr,0.02112707309424877,0.2057667225599289,0.7731062173843384,positive,False,positive,0.0,0.226,0.774,0.8834
292,2,liberté respect des lois utiliser tous les services pour toutes les personnes   ,ef0e5954-fec2-eb11-a7ad-28187818aecc,fr,0.08989565074443817,0.5270044803619385,0.38309991359710693,neutral,True,positive,0.0,0.523,0.477,0.8074
293,2,equality respect abused distorted safety prosperity,00b08e97-eebe-eb11-a7ad-28187818aecc,en,0.5867593884468079,0.40970370173454285,0.0035368555691093206,negative,True,neutral,0.432,0.144,0.424,-0.0258
294,1,qualité de vie grands espaces diversité respect empathie inventif,e82d119e-eebe-eb11-a7ad-28187818aecc,fr,0.001613242900930345,0.03488706797361374,0.9634997248649597,positive,False,neutral,0.0,0.721,0.279,0.4767
295,1,respect for different people respect for the environment peace nature diversity inclusiveness,8ad7d615-7fbd-eb11-a7ad-28187818aecc,en,0.017312757670879364,0.8541588187217712,0.12852843105793,neutral,False,positive,0.0,0.481,0.519,0.8658
296,1,friendly nature diplomatic balance respect helpful,0acbe610-fec2-eb11-a7ad-28187818aecc,en,0.0020452644675970078,0.25708067417144775,0.7408739924430847,positive,False,positive,0.0,0.248,0.752,0.8442
297,1,langues identité environnement respect  ,855d9e78-eebe-eb11-a7ad-28187818aecc,fr,0.16260400414466858,0.7157600522041321,0.12163595855236053,neutral,False,neutral,0.0,1.0,0.0,0.0
298,1,environnement faire payer trop de taxes pas de colonne respect accueillant se laisser marcher sur les pieds par des étrangers,c77f2c79-9bb9-eb11-a7ad-28187818aecc,fr,0.9944227337837219,0.0030062736477702856,0.002570970216766,negative,False,neutral,0.181,0.686,0.133,-0.0139
299,2,liberte respect egalite adaptation legislation parole,96410d85-eebe-eb11-a7ad-28187818aecc,en,0.0033783158287405968,0.9384461045265198,0.05817556008696556,neutral,False,neutral,0.0,0.617,0.383,0.4767
300,2,equality respect tolerance freedom of choice democracy personal choice,af3e9f46-7fbd-eb11-a7ad-28187818aecc,en,0.0206239502876997,0.8628634810447693,0.11651255935430527,neutral,False,positive,0.0,0.387,0.613,0.8591
301,2,adiquate freedom respect the yes bacon,ab66aea2-7ebd-eb11-a7ad-28187818aecc,en,0.0022007394582033157,0.8735811710357666,0.12421803921461105,neutral,False,positive,0.0,0.231,0.769,0.875
302,1,good neighbours fair respectful nice considerate helpful,6ae45760-fec2-eb11-a7ad-28187818aecc,en,0.0032827300019562244,0.022550277411937714,0.974166989326477,positive,False,positive,0.0,0.056,0.944,0.9403
303,1,fairness cooperation concern for others innovation respectful sense of community,0d7d66d3-9bb9-eb11-a7ad-28187818aecc,en,0.009214852936565876,0.5988961458206177,0.3918890058994293,neutral,False,positive,0.0,0.588,0.412,0.6808
304,1,thoughtful caring respectful distinct inclusive canadian,a054286c-eebe-eb11-a7ad-28187818aecc,en,0.00443631736561656,0.5034380555152893,0.49212566018104553,neutral,True,positive,0.0,0.254,0.746,0.8316
305,1,gentlemeanly happy kind generous helpful canada eh,0a6291bc-eebe-eb11-a7ad-28187818aecc,en,0.0003039317380171269,0.018906159326434135,0.9807898998260498,positive,False,positive,0.0,0.185,0.815,0.9217
306,1,polite respectful decent wholesome calm right,ff96d23a-a2c3-eb11-a7ad-28187818aecc,en,0.0034825815819203854,0.4265817701816559,0.56993567943573,positive,True,positive,0.0,0.43,0.57,0.6486
307,1,empathy politeness kind caring respectful funny,0909fb52-7fbd-eb11-a7ad-28187818aecc,en,0.0009424507152289152,0.13431483507156372,0.8647427558898926,positive,False,positive,0.0,0.138,0.862,0.91
308,1,friendly loyal caring respectful  ,5474e428-fec2-eb11-a7ad-28187818aecc,en,0.0008448883309029043,0.07695486396551132,0.9222002625465393,positive,False,positive,0.0,0.0,1.0,0.91
309,1,loyal respect mindful peaceful straight forward,a43e68c1-9bb9-eb11-a7ad-28187818aecc,en,0.009594055823981762,0.35814520716667175,0.6322607398033142,positive,False,positive,0.0,0.15,0.85,0.8834
310,1,proud respected internationally polite diverse  ,2e51a77e-eebe-eb11-a7ad-28187818aecc,en,9.701024828245863e-05,0.016018427908420563,0.9838845729827881,positive,False,positive,0.0,0.326,0.674,0.7351
311,1,honesty loyalty law abiding respectful neighborly kindness,f47d66d3-9bb9-eb11-a7ad-28187818aecc,en,0.005314207635819912,0.3444088101387024,0.6502768993377686,positive,False,positive,0.0,0.191,0.809,0.9136
312,1,justice égalité sociale respect la paix travaillant,f941d00f-7fbd-eb11-a7ad-28187818aecc,fr,0.011704129166901112,0.1809253692626953,0.8073704838752747,positive,False,positive,0.0,0.231,0.769,0.875
313,1,croyance façon de vivre valeur respect nos lois ,58d23b42-fec2-eb11-a7ad-28187818aecc,fr,0.029155438765883446,0.2972504794597626,0.673594057559967,positive,False,neutral,0.0,0.714,0.286,0.34
314,1,respect loyal beaver maple leaf oh canada fair,4c782646-eebe-eb11-a7ad-28187818aecc,en,0.0029653424862772226,0.6219269633293152,0.3751077353954315,neutral,False,positive,0.0,0.37,0.63,0.8176
315,1,strong honest loyal dependable hockey maple leaf,65616fa8-fdc2-eb11-a7ad-28187818aecc,en,0.000744868884794414,0.14792203903198242,0.8513330221176147,positive,False,positive,0.0,0.292,0.708,0.8658
316,1,equality respect the environment diversity democracy ,5af7a7e4-7ebd-eb11-a7ad-28187818aecc,en,0.004413841757923365,0.7276793122291565,0.2679068148136139,neutral,False,neutral,0.0,0.617,0.383,0.4767
317,2,liberty racism    ,de802c79-9bb9-eb11-a7ad-28187818aecc,en,0.9393977522850037,0.06049780547618866,0.00010443409701110795,negative,False,neutral,0.547,0.0,0.453,-0.1779
318,1,don’t count unfair racist   ,02bb64e5-9bb9-eb11-a7ad-28187818aecc,en,0.8923485279083252,0.10741817206144333,0.00023330320254899561,negative,False,negative,0.78,0.22,0.0,-0.7964
319,2,equality racism diversity   ,87a3273a-eebe-eb11-a7ad-28187818aecc,en,0.8585265278816223,0.14123302698135376,0.00024044806195888668,negative,False,negative,0.672,0.328,0.0,-0.6249
320,2,accommodate harassment discrimination   ,609170b5-9bb9-eb11-a7ad-28187818aecc,en,0.9314073324203491,0.06848305463790894,0.00010959189967252314,negative,False,negative,0.636,0.364,0.0,-0.5423
321,2,oppression restrictions racism stereotypes torture profiling,3fff301c-a2c3-eb11-a7ad-28187818aecc,en,0.9616761207580566,0.038166627287864685,0.00015729358710814267,negative,False,negative,0.667,0.333,0.0,-0.8402
322,2,freedom have your own opinion express yourself have an education have medical assistance no discrimination,81d8d615-7fbd-eb11-a7ad-28187818aecc,en,0.012175209820270538,0.9495036005973816,0.03832121938467026,neutral,False,neutral,0.113,0.67,0.216,0.4588
323,2,racism fairness necessary important vital worldwide,b5274ef8-fdc2-eb11-a7ad-28187818aecc,en,0.13641567528247833,0.8299481868743896,0.03363609313964844,neutral,False,neutral,0.369,0.27,0.36,-0.2732
324,2,genocide united nations democracy speech employment assembly,eca8ec7f-fec2-eb11-a7ad-28187818aecc,en,0.7557920813560486,0.24324268102645874,0.0009652619482949376,negative,False,neutral,0.0,0.682,0.318,0.4215
325,2,vie privé libre discrimination loi égalité ,c85d9e78-eebe-eb11-a7ad-28187818aecc,fr,0.12090078741312027,0.6763399243354797,0.20275931060314178,neutral,False,positive,0.0,0.602,0.398,0.5106
326,2,lack of equality descrimination protection charter basic,80ae8e97-eebe-eb11-a7ad-28187818aecc,en,0.9820688366889954,0.017873378470540047,5.776825128123164e-05,negative,False,neutral,0.277,0.723,0.0,-0.3182
327,1,leurre hypocrisie sectaires discriminatoires égoisme ,136191bc-eebe-eb11-a7ad-28187818aecc,fr,0.9923481941223145,0.006797489710152149,0.0008542566210962832,negative,False,neutral,0.437,0.563,0.0,-0.4767
328,2,racism freedom protection diversity strong liberalism,965519d3-fdc2-eb11-a7ad-28187818aecc,en,0.1998520791530609,0.7913209199905396,0.00882698968052864,neutral,False,positive,0.281,0.205,0.514,0.5267
329,2,god given equality fairness unbiased freedom non gender discrimination,2fd56853-a2c3-eb11-a7ad-28187818aecc,en,0.0009409321937710047,0.05491553246974945,0.944143533706665,positive,False,positive,0.082,0.448,0.47,0.7351
330,2,equal opportunities colourless    ,b4780641-a2c3-eb11-a7ad-28187818aecc,en,0.008376207202672958,0.9532434344291687,0.03838035464286804,neutral,False,neutral,0.0,0.435,0.565,0.3818
331,2,equality no discrimination    ,43ee654e-9bb9-eb11-a7ad-28187818aecc,en,0.0019237742526456714,0.3963216245174408,0.6017546057701111,positive,False,neutral,0.524,0.476,0.0,-0.296
332,2,opposing oppression opposing prejudice ensuring opportunity   ,c03e68c1-9bb9-eb11-a7ad-28187818aecc,en,0.0027625379152595997,0.9702486991882324,0.026988761499524117,neutral,False,neutral,0.295,0.268,0.438,0.1531
333,1,polite friendly welcoming not discriminatory healthy sharing,6baf05f2-9bb9-eb11-a7ad-28187818aecc,en,0.029744617640972137,0.6665080785751343,0.3037472665309906,neutral,False,neutral,0.335,0.219,0.446,0.3632
334,2,for everyone not only for blacks    ,4952ce4c-7fbd-eb11-a7ad-28187818aecc,en,0.010231344029307365,0.9767832159996033,0.012985439039766788,neutral,False,neutral,0.0,1.0,0.0,0.0
335,1,colonial welcoming white cold uncultured trying,5c50ce6c-9bb9-eb11-a7ad-28187818aecc,en,0.14534559845924377,0.8431602120399475,0.011494147591292858,neutral,False,neutral,0.0,0.633,0.367,0.4404
336,2,equality freedom dignity pride inclusion peace,42ff301c-a2c3-eb11-a7ad-28187818aecc,en,0.00841386616230011,0.2924177944660187,0.69916832447052,positive,False,positive,0.0,0.135,0.865,0.9153
337,1,freedom human rights equal   ,7e3c83fd-7ebd-eb11-a7ad-28187818aecc,en,0.0012991366675123572,0.684840202331543,0.31386059522628784,neutral,False,positive,0.0,0.417,0.583,0.6369
338,2,equality freedom humanity   ,93e799c1-7ebd-eb11-a7ad-28187818aecc,en,0.0013418903108686209,0.3645232617855072,0.6341348886489868,positive,False,positive,0.0,0.323,0.677,0.6369
339,2,equality fairness compassion humanity grow up future,ce430d85-eebe-eb11-a7ad-28187818aecc,en,0.001347794895991683,0.07215666025876999,0.9264955520629883,positive,False,neutral,0.0,0.667,0.333,0.4588
340,2,fairness equality community civil humanity ,a39170b5-9bb9-eb11-a7ad-28187818aecc,en,0.0022547850385308266,0.6152799129486084,0.38246527314186096,neutral,False,neutral,0.0,1.0,0.0,0.0
341,2,"every person is equal treat all with dignity you can have an opinion, but be kind   ",e2fbfafd-9bb9-eb11-a7ad-28187818aecc,en,0.020954817533493042,0.689899742603302,0.28914546966552734,neutral,False,positive,0.0,0.61,0.39,0.8074
